fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
27,turf_asym.w,0.06012159707693219,0.042114726262054945,-0.00982872244657602,0.060438555541030135,0.12952939031531635,0.9225,0.05,0.05,0.841344746068543,0.15770547475890118,NaN,NaN
27,turf_gen.w,-0.03522974665384051,0.040249657180873886,-0.10177634684035192,-0.03484589199746212,0.029779671917854404,0.19125,0.0,0.05,0.5,0.19500685638252235,NaN,NaN
27,turf_pace.w,0.004357126325621211,0.03674443579324762,-0.056897239190758585,0.004727065670638857,0.0645817631474994,0.55025,0.0,0.05,0.5,0.2651112841350477,NaN,NaN
27,ha.γ_base,0.140952917207787,0.03562350676402351,0.08366104227063947,0.14108060424763474,0.20012811213036527,1.0,0.15,0.05,0.9986501019683699,0.2875298647195298,NaN,NaN
27,ha.σ_γ,0.049606828846741044,0.03253480911662823,0.004941809059387778,0.04595478210771453,0.10870949064187123,1.0,0.03989422804014327,0.030140513749454357,1.0,-0.079437775582615,0.214,0.31084348322064836
28,turf_asym.w,0.06368407364897036,0.04252451361505323,-0.006194810409124688,0.0635203145278337,0.1338780726733984,0.9365,0.05,0.05,0.841344746068543,0.14950972769893545,NaN,NaN
28,turf_gen.w,-0.03788897950259432,0.039662219719366495,-0.10329195550353604,-0.038201526362605084,0.027847954456050598,0.16925,0.0,0.05,0.5,0.20675560561267015,NaN,NaN
28,turf_pace.w,0.003083545558145695,0.03641296067361185,-0.057356707199521045,0.0033692297469511533,0.0623127718170024,0.53875,0.0,0.05,0.5,0.2717407865277631,NaN,NaN
28,ha.γ_base,0.1429878471925806,0.03558727244331472,0.0838608002009676,0.14231820317304045,0.20279284528269717,1.0,0.15,0.05,0.9986501019683699,0.28825455113370557,NaN,NaN
28,ha.σ_γ,0.04031866478545763,0.028553831423435806,0.003892457369043437,0.03510665056292489,0.09343615960219001,1.0,0.03989422804014327,0.030140513749454357,1.0,0.05264284276001352,0.29475,0.31084348322064836
29,turf_asym.w,0.0639303026613764,0.0431267820592721,-0.00768447613774614,0.06432641069891823,0.13477669912101586,0.9285,0.05,0.05,0.841344746068543,0.1374643588145581,NaN,NaN
29,turf_gen.w,-0.041857159572456955,0.03956575561489468,-0.10739105538587194,-0.04122788677745094,0.022763325093857964,0.14025,0.0,0.05,0.5,0.20868488770210647,NaN,NaN
29,turf_pace.w,0.002348803610289112,0.036595579700167136,-0.05999712591175851,0.0024641572219225986,0.06094520951766861,0.52675,0.0,0.05,0.5,0.2680884059966573,NaN,NaN
29,ha.γ_base,0.14044672662709043,0.03543401283372978,0.08255786976401286,0.13998875823769985,0.19840213353020925,1.0,0.15,0.05,0.9986501019683699,0.29131974332540445,NaN,NaN
29,ha.σ_γ,0.03870538438452552,0.027831451863375822,0.003335840518885493,0.03443090385782918,0.09220911356744359,1.0,0.03989422804014327,0.030140513749454357,1.0,0.07660990470410733,0.31075,0.31084348322064836
30,turf_asym.w,0.05846329360444603,0.042528019296089695,-0.010909868864807442,0.05858395277005181,0.12800123873362526,0.9155,0.05,0.05,0.841344746068543,0.14943961407820616,NaN,NaN
30,turf_gen.w,-0.04822609632099934,0.040449485946879964,-0.11658737334253694,-0.047574291648406944,0.018184831717112562,0.1215,0.0,0.05,0.5,0.1910102810624008,NaN,NaN
30,turf_pace.w,2.1977854648338844e-5,0.03720196332510925,-0.06137293878546691,-4.147578412937018e-5,0.0611094087214621,0.49875,0.0,0.05,0.5,0.255960733497815,NaN,NaN
