fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
4,midweek.w,0.05073608101614141,0.046457876670128635,-0.024271382565818855,0.05111886829486785,0.1266033153790521,0.862,0.05,0.05,0.841344746068543,0.07084246659742732,NaN,NaN
4,rest_diff.w,0.0014162547015343888,0.01197562842948304,-0.018277354542267976,0.0013156129596366842,0.021191104962974026,0.5415,0.02,0.02,0.841344746068543,0.4012185785258481,NaN,NaN
4,ha.γ_base,0.14515785511216034,0.035813079881701404,0.08563594423276627,0.14484985818356358,0.20405291263751615,1.0,0.15,0.05,0.9986501019683699,0.2837384023659719,NaN,NaN
4,ha.σ_γ,0.02985822791313855,0.022395362037877255,0.002480701289301584,0.02547930560199505,0.0734628004057089,1.0,0.03989422804014327,0.030140513749454357,1.0,0.25696813849821365,0.404,0.31084348322064836
5,turf_asym.w,0.039202610673359395,0.043400841939706315,-0.032310948885241796,0.039781551490821784,0.11058244956673102,0.811,0.05,0.05,0.841344746068543,0.13198316120587372,NaN,NaN
5,turf_gen.w,-0.028150442851343292,0.03825376098571845,-0.09127437230089674,-0.02710374206033441,0.033579740714177,0.22975,0.0,0.05,0.5,0.23492478028563102,NaN,NaN
5,turf_pace.w,0.008517639230655849,0.038511825130370915,-0.05329827362728263,0.008558155262531154,0.07214186381391752,0.587,0.0,0.05,0.5,0.22976349739258173,NaN,NaN
5,midweek.w,0.050242149100280846,0.046578260671170484,-0.025712215476407972,0.05048991434807866,0.12566582954289293,0.8565,0.05,0.05,0.841344746068543,0.06843478657659041,NaN,NaN
5,rest_diff.w,0.00136724870634494,0.01259930406090469,-0.019480504295306192,0.0013560678690401136,0.02248665435274238,0.53925,0.02,0.02,0.841344746068543,0.3700347969547655,NaN,NaN
5,ha.γ_base,0.14980320334104466,0.034818091085474144,0.09348053943554661,0.1497466500334136,0.20780923257125594,1.0,0.15,0.05,0.9986501019683699,0.3036381782905172,NaN,NaN
